expression,reading,meaning,meaning_indonesia,tags,guid
旧,きゅう,ex-,mantan-,JLPT JLPT_2 JLPT_3,wKI{_3LgUf
級,きゅう,"class, grade, rank","kelas, kelas, pangkat",JLPT JLPT_2 JLPT_3,ywhuZF1TJ0
球,きゅう,"globe, sphere, ball","bola dunia, bola, bola",JLPT JLPT_2 JLPT_3,P<LmV^}EUI
休暇,きゅうか,"vacation, holiday, day off","liburan, liburan, hari libur",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.1,HtR8NVhhfe
休憩,きゅうけい,"rest, break, intermission","istirahat, istirahat, istirahat",JLPT JLPT_2 JLPT_3,M?^9bN:14o
急激,きゅうげき,"sudden, precipitous, radical","tiba-tiba, terjal, radikal",JLPT JLPT_2 JLPT_3,bR.b24bzOE
吸収,きゅうしゅう,"absorption, suction","penyerapan, hisap",JLPT JLPT_2 JLPT_3,uP}=0<A&zm
救助,きゅうじょ,"relief, aid, rescue","bantuan, bantuan, penyelamatan",JLPT JLPT_2 JLPT_3,x{|!Zu?h8!
急速,きゅうそく,"rapid (e.g., progress)","cepat (misalnya, kemajuan)",JLPT JLPT_2 JLPT_3,H*fw]->cqe
休息,きゅうそく,"rest, relief, relaxation","istirahat, lega, relaksasi",JLPT JLPT_2 JLPT_3,mFQb-ci%=n
急に,きゅうに,suddenly,Tiba-tiba,JLPT JLPT_2 JLPT_3,nbPHpp}wLe
給料,きゅうりょう,"salary, wages","gaji, upah",Genki_Ln.17 JLPT JLPT_3 JLPT_2 Genki,bFBKO):>Pu
器用,きよう,"skillful, handy","terampil, berguna",JLPT JLPT_2 JLPT_3,j>:wz+YD-O
教科書,きょうかしょ,textbook,buku pelajaran,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Genki_Ln.6 Intermediate_Japanese_Ln.13 Genki,kkoTF|;.kp
競技,きょうぎ,"game, match, contest","permainan, pertandingan, kontes",JLPT JLPT_2 JLPT_3,c3-]g>CAR$
行儀,ぎょうぎ,manners,tata krama,JLPT JLPT_2 JLPT_3,yCsCHa$b|3
供給,きょうきゅう,"supply, provision","pasokan, penyediaan",JLPT JLPT_2 JLPT_3,H.&4r-|xC*
教授,きょうじゅ,"teaching, instruction; professor","mengajar, instruksi;",JLPT JLPT_2 JLPT_3,j9WXPp%y<F
強調,きょうちょう,"emphasis, stress, stressed point","penekanan, tekanan, titik yang ditekankan",JLPT JLPT_2 JLPT_3,ekVG@ic`Qc
共通,きょうつう,"commonness, mutual","kesamaan, saling menguntungkan",JLPT JLPT_2 JLPT_3,iNbpa<XIBY
共同,きょうどう,"cooperation, association, collaboration","kerjasama, asosiasi, kolaborasi",JLPT JLPT_2 JLPT_3,M&4X!=%k6!
恐怖,きょうふ,"fear, terror","ketakutan, teror",JLPT JLPT_2 JLPT_3,E^f~?uHKoJ
協力,きょうりょく,"cooperation, collaboration","kerjasama, kolaborasi",JLPT JLPT_2 JLPT_3,C?Z%aW?GmJ
強力,きょうりょく,"powerful, strong","kuat, kuat",JLPT JLPT_2 JLPT_3,"o`2(1ZfJ,z"
許可,きょか,"permission, approval","izin, persetujuan",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.4,xgOJVyt)!-
局,きょく,"office, bureau, station(TV, radio)","kantor, biro, stasiun (TV, radio)",JLPT JLPT_2 JLPT_3,tQ0a`!@5U(
巨大,きょだい,"huge, gigantic, enormous","sangat besar, sangat besar, sangat besar",JLPT JLPT_2 JLPT_3,"xA&bS[Q4,y"
嫌う,きらう,"to hate, to dislike, to loathe","membenci, tidak menyukai, membenci",JLPT JLPT_2 JLPT_3,br%KM$_?V3
霧,きり,"fog, mist","kabut, kabut",JLPT JLPT_2 JLPT_3,xhY3{w-]xD
切れ,きれ,"cloth, piece, cut","kain, potongan, potong",JLPT JLPT_2 JLPT_3,no-N<tQ].O
切れる,きれる,"to cut well, to be sharp; to break (off)","untuk memotong dengan baik, menjadi tajam;",JLPT JLPT_2 JLPT_3,vq3fa)$([j
記録,きろく,"record, minutes, document","catatan, notulensi, dokumen",JLPT JLPT_2 JLPT_3,E9&**2T5hb
議論,ぎろん,"argument, discussion, dispute","argumen, diskusi, perselisihan",JLPT JLPT_2 JLPT_3,tHrivglW.I
金,きん,"gold, metal; money","emas, logam;",JLPT JLPT_2 JLPT_3,}{gI`5unu
銀,ぎん,silver,perak,JLPT JLPT_2 JLPT_3,r=)`V@J5eU
禁煙,きんえん,No Smoking,DILARANG MEROKOK,JLPT JLPT_2 JLPT_3,O$<^K)0$)}
金額,きんがく,amount of money,sejumlah uang,JLPT JLPT_2 JLPT_3,"MF#,QebEjl"
金庫,きんこ,"safe, vault","aman, brankas",JLPT JLPT_2 JLPT_3,fW#b}db?aR
禁止,きんし,"prohibition, ban","larangan, larangan",JLPT JLPT_2 JLPT_3,Gdm1sTV(+-
金銭,きんせん,"money, cash","uang, uang tunai",JLPT JLPT_2 JLPT_3,gfWr=5X>7*
金属,きんぞく,metal,logam,JLPT JLPT_2 JLPT_3,y9?7a-hRGY
近代,きんだい,modern times,zaman modern,JLPT JLPT_2 JLPT_3,":<%,Q>)l%"
緊張,きんちょう,"tension, mental strain, nervousness","ketegangan, ketegangan mental, kegugupan",JLPT JLPT_2 JLPT_3,G?ovKqSJ{(
筋肉,きんにく,"muscle, sinews","otot, urat",JLPT JLPT_2 JLPT_3,rIZ[8xFGmr
金融,きんゆう,"finance, money and banking","keuangan, uang dan perbankan",JLPT JLPT_2 JLPT_3,ft);I1go9:
句,く,phrase,frasa,JLPT JLPT_2 JLPT_3,s#j6K^u/Ut
食う,くう,(male) (vulg.) to eat,(laki-laki) (vulg.) untuk makan,JLPT JLPT_2 JLPT_3,m^2{l`XD/G
偶然,ぐうぜん,"(by) chance, unexpectedly","(secara) kebetulan, tanpa diduga",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.4,Bjglx^BH1F
臭い,くさい,"stinky, smelly, bad-smelling","bau, bau, berbau tidak sedap",JLPT JLPT_2 JLPT_3,wHN8;QJo.]
鎖,くさり,chain,rantai,JLPT JLPT_2 JLPT_3,cOg]TL4|L&
腐る,くさる,"to rot, to go bad","membusuk, menjadi buruk",JLPT JLPT_2 JLPT_3,u_}*Hl&WiO
癖,くせ,"a habit (often a bad habit), peculiarity","suatu kebiasaan (seringkali merupakan kebiasaan buruk), kekhasan",JLPT JLPT_2 JLPT_3,Ae-]tyqPg+
管,くだ,"pipe, tube","pipa, tabung",JLPT JLPT_2 JLPT_3,pL(+IcFnzy
具体,ぐたい,"concrete, tangible, material","konkrit, nyata, material",JLPT JLPT_2 JLPT_3,j&j}xVZwy2
下り,くだり,down-train (going away from Tokyo),down-train (berangkat dari Tokyo),JLPT JLPT_2 JLPT_3,ll}#-y;}nb
下る,くだる,"to get down, to descend","untuk turun, untuk turun",JLPT JLPT_2 JLPT_3,J8{HBuKP{o
苦痛,くつう,"pain, agony","rasa sakit, penderitaan",JLPT JLPT_2 JLPT_3,"gHRe}_+,oB"
ぐっすり,ぐっすり,"sound asleep, fast asleep","tertidur lelap, tertidur pulas",JLPT JLPT_2 JLPT_3,p-l^nopeNF
区別,くべつ,"distinction, differentiation, classification","pembedaan, diferensiasi, klasifikasi",JLPT JLPT_2 JLPT_3,BvvL(+LdQJ
組,くみ,"class, team, set","kelas, tim, set",JLPT JLPT_2 JLPT_3,Eo]xBl)F72
組合,くみあい,"association, union","asosiasi, serikat pekerja",JLPT JLPT_2 JLPT_3,yqy^)Y;[n3
組む,くむ,to put together,untuk disatukan,JLPT JLPT_2 JLPT_3,drFT5_xS_C
汲む,くむ,"to draw, to scoop, to pump","menggambar, menyendok, memompa",JLPT JLPT_2 JLPT_3,Q)1C!FL!I~
酌む,くむ,to serve sake,untuk menyajikan sake,JLPT JLPT_2 JLPT_3,46h2Xe@mx
悔しい,くやしい,"regrettable, mortifying, vexing","disesalkan, memalukan, menjengkelkan",JLPT JLPT_2 JLPT_3,rlXMK!]p!4
位,くらい,"grade, rank, about","kelas, pangkat, tentang",JLPT JLPT_2 JLPT_3,n?/Ib+~G&7
暮らし,くらし,living; life style,hidup;,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13,ur3R:N98HP
クラシック,クラシック,classic(s),klasik,JLPT JLPT_2 JLPT_3,gWD`rMx`.V
暮らす,くらす,"to live, to get along","untuk hidup, untuk bergaul",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.11,uz%a*.FY`[
グラス,グラス,glass; grass,kaca;,JLPT JLPT_2 JLPT_3,"o%;,f2E00;"
グランド,グランド,"gland, grand, (electrical) ground","kelenjar, grand, (listrik) ground",JLPT JLPT_2 JLPT_3,y<]BSgg>1B
クリーム,クリーム,cream,krim,JLPT JLPT_2 JLPT_3,x%D6yIVKeG
繰り返す,くりかえす,"to repeat, to do something over again","untuk mengulangi, untuk melakukan sesuatu lagi",JLPT JLPT_2 JLPT_3,x/V;r?ugpG
クリスマス,クリスマス,Christmas,Natal,JLPT Genki_Ln.14 JLPT_3 JLPT_2 Genki,qJB4cU<;.M
狂う,くるう,"to go mad, to get out of order","menjadi gila, menjadi tidak teratur",JLPT JLPT_2 JLPT_3,LFsc7Cxxu?
グループ,グループ,group,kelompok,JLPT JLPT_2 JLPT_3,ml-qdb`4u(
苦しい,くるしい,tough; physically strenuous,keras;,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15,o9TWr2(ugU
苦しむ,くるしむ,"to suffer, to groan, to be worried","menderita, mengerang, khawatir",JLPT JLPT_2 JLPT_3,JPH_;zI]Eb
暮れ,くれ,"year end,","akhir tahun,",JLPT JLPT_2 JLPT_3,J-H`.dV)Ya
苦労,くろう,hardship; suffering,kesulitan;,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14,Qg]J+:tq@n
加える,くわえる,"to append, to sum up, to add (up)","untuk menambahkan, untuk menyimpulkan, untuk menambahkan (up)",JLPT JLPT_2 JLPT_3,uHR{k-Ggpv
咥える,くわえる,to hold something in the mouth,untuk menahan sesuatu di mulut,JLPT JLPT_2 JLPT_3,MP^AZ7xeUw
詳しい,くわしい,detailed; full; accurate,terperinci;,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.8,OydH!z!UV$
加わる,くわわる,"to join in, to accede to","untuk bergabung, untuk menyetujui",JLPT JLPT_2 JLPT_3,C1e@=>t]o?
訓,くん,native Japanese reading of a Chinese character,bacaan asli Jepang dari karakter Cina,JLPT JLPT_2 JLPT_3,bzc~15=D>r
軍,ぐん,"army, force, troops","tentara, kekuatan, pasukan",JLPT JLPT_2 JLPT_3,snlGor1;5B
郡,ぐん,"country, district","negara, distrik",JLPT JLPT_2 JLPT_3,bXy5Bz>=dm
軍隊,ぐんたい,"army, troops","tentara, pasukan",JLPT JLPT_2 JLPT_3,ztU9>^6)?#
訓練,くんれん,"practice, training","latihan, pelatihan",JLPT JLPT_2 JLPT_3,FBWzrhuPIY
下,げ,"under, below, beneath","di bawah, di bawah, di bawah",JLPT JLPT_2 JLPT_3,JgwryRe;fM
計,けい,"plan; sum, total",rencana;,JLPT JLPT_2 JLPT_3,oeGx?<asd*
敬意,けいい,"respect, honor","hormat, hormat",JLPT JLPT_2 JLPT_3,PG>aot:bo~
経営,けいえい,"management, administration","manajemen, administrasi",JLPT JLPT_2 JLPT_3,b~su7M=0~@
景気,けいき,"condition, state, business (condition)","kondisi, negara bagian, bisnis (kondisi)",JLPT JLPT_2 JLPT_3,Ju%`{&u<L~
傾向,けいこう,"tendency, trend, inclination","kecenderungan, tren, kecenderungan",JLPT JLPT_2 JLPT_3,j=d#Ly-}f$
警告,けいこく,warning,peringatan,JLPT JLPT_2 JLPT_3,6frcgbqoo
計算,けいさん,"calculation, reckoning","perhitungan, perhitungan",JLPT JLPT_2 JLPT_3,uhjx!mhsp>
掲示,けいじ,"notice, bulletin","perhatikan, buletin",JLPT JLPT_2 JLPT_3,k:vtm*1T8E
刑事,けいじ,"criminal case, (police) detective","kasus pidana, detektif (polisi).",JLPT JLPT_2 JLPT_3,e8dFatK7SV
芸術,げいじゅつ,"(fine) art, the arts","seni (baik), seni",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.10,pxydrozlB3
契約,けいやく,"contract, compact, agreement","kontrak, kompak, kesepakatan",JLPT JLPT_2 JLPT_3,rb+qu;iaOF
経由,けいゆ,"go by the way, via","omong-omong, lewat",JLPT JLPT_2 JLPT_3,iaYgH/NFbB
ケース,ケース,case,kasus,JLPT_1 JLPT JLPT_2 JLPT_3,tQq4Ps7@D>
ゲーム,ゲーム,game,permainan,JLPT JLPT_2 JLPT_3,"f6tl8,95d0"
劇,げき,"drama, play","drama, bermain",JLPT JLPT_2 JLPT_3,Fj4m~K@AaE
劇場,げきじょう,"theater, playhouse","teater, rumah bermain",JLPT JLPT_2 JLPT_3,]#<%*v<%(
化粧,けしょう,make-up (cosmetic),tata rias (kosmetik),JLPT JLPT_2 JLPT_3,kU@d`$tb#v
けち,けち,"stinginess, miser","kekikiran, kikir",JLPT JLPT_2 JLPT_3,s#8[d||F]p
血液,けつえき,blood,darah,JLPT JLPT_2 JLPT_3,hvJ?D%;5l%
結果,けっか,"result, consequence","akibat, akibat",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.5,uus~EAck7g
欠陥,けっかん,"defect, fault, deficiency","cacat, kesalahan, kekurangan",JLPT JLPT_2 JLPT_3,"JPtOP,>ga["
結局,けっきょく,"after all, eventually","lagipula, pada akhirnya",JLPT JLPT_2 JLPT_3,jyia6$GYCZ
決心,けっしん,"determination, resolution","tekad, resolusi",JLPT JLPT_2 JLPT_3,c0O1]G99<]
欠席,けっせき,"absence, non-attendance","ketidakhadiran, ketidakhadiran",JLPT JLPT_2 JLPT_3,C}LnP5iu4O
決定,けってい,"decision, determination","keputusan, tekad",JLPT JLPT_2 JLPT_3,"Jp:0Ai2,VX"
欠点,けってん,"faults, defect, weakness","kesalahan, cacat, kelemahan",JLPT JLPT_2 JLPT_3,M9`w:3e`~]
結論,けつろん,conclusion,kesimpulan,JLPT JLPT_2 JLPT_3,iMXuHup!!R
煙,けむり,"smoke, fumes","asap, asap",JLPT JLPT_2 JLPT_3,lSxqx7`C*~
蹴る,ける,to kick,untuk menendang,JLPT JLPT_3 JLPT_2 Genki Genki_Ln.21,MV$~w0X!y2
券,けん,"ticket, certificate","tiket, sertifikat",JLPT JLPT_2 JLPT_3,hb?hf::?yp
県,けん,prefecture,prefektur,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.7,MN<nt8!(02
見解,けんかい,"opinion, point of view","pendapat, sudut pandang",JLPT JLPT_2 JLPT_3,G#%jy:[3F!
限界,げんかい,"limit, bound","batas, terikat",JLPT JLPT_2 JLPT_3,JaoBjFZQ]<
現金,げんきん,cash,uang tunai,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.9,v>1Aj:QNui
言語,げんご,language,bahasa,JLPT JLPT_2 JLPT_3,ejQbjwn<j/
健康,けんこう,health(y),sehat),JLPT JLPT_2 JLPT_3,n11FRELGTJ
検査,けんさ,"inspection, examination","inspeksi, pemeriksaan",JLPT JLPT_2 JLPT_3,JUjY[Ey:u:
現在,げんざい,"now (same as 今 (いま)), present, current","sekarang (sama dengan 今 (いま)), sekarang, saat ini",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.12,w(.$MQ!&Z<
現実,げんじつ,reality,realitas,JLPT JLPT_2 JLPT_3,F232?ww;iJ
現象,げんしょう,phenomenon,gejala,JLPT JLPT_2 JLPT_3,FyKmxf<-vO
現状,げんじょう,"present condition, status quo","kondisi saat ini, status quo",JLPT JLPT_2 JLPT_3,N|BEb?m$K?
建設,けんせつ,"construction, foundation","konstruksi, pondasi",JLPT JLPT_2 JLPT_3,znx=MK$=96
現代,げんだい,"today, present-day","hari ini, masa kini",JLPT JLPT_2 JLPT_3,fu)f(:6JAs
建築,けんちく,"construction, architecture","konstruksi, arsitektur",JLPT JLPT_2 JLPT_3,"NM6eAgwD,T"
見当,けんとう,"estimate, guess","perkiraan, tebak",JLPT JLPT_2 JLPT_3,t]}1Fz~P+l
検討,けんとう,"consideration, examination, investigation","pertimbangan, pemeriksaan, penyelidikan",JLPT JLPT_2 JLPT_3,Qr-3$@5oy:
現場,げんば,"actual spot, scene, field","tempat sebenarnya, pemandangan, lapangan",JLPT JLPT_2 JLPT_3,pPYxD+.Tt<
憲法,けんぽう,constitution,konstitusi,JLPT JLPT_2 JLPT_3,Pt+Ua9}uUU
権利,けんり,"right, privilege","benar, hak istimewa",JLPT JLPT_2 JLPT_3,BlH<4P^#PV
後,ご,"afterwards, since then","setelah itu, sejak saat itu",JLPT JLPT_2 JLPT_3,NFyG.<z1HC
碁,ご,Go (board game of capturing territory),Go (permainan papan untuk merebut wilayah),JLPT JLPT_2 JLPT_3,e~/B8i!5F)
恋,こい,"love, tender passion","cinta, gairah lembut",JLPT JLPT_2 JLPT_3,I%Sh/ap#4{
濃い,こい,"thick (as of color, liquid), dense, strong","kental (seperti warna, cair), padat, kuat",JLPT JLPT_2 JLPT_3,cR>i$T~1vO
恋人,こいびと,lover; sweetheart; girlfriend,kekasih;,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.9,"lgn5l,{H`B"
幸運,こううん,"good luck, fortune","semoga beruntung, keberuntungan",JLPT JLPT_2 JLPT_3,u*FUt2q$fc
講演,こうえん,"lecture, talk","ceramah, bicara",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15,"vP=[7BPl,E"
効果,こうか,"effect, result","efek, hasil",JLPT JLPT_2 JLPT_3,vT0BrdLKhF
硬貨,こうか,coin,koin,JLPT JLPT_2 JLPT_3,"qBE<@>&,:4"
高価,こうか,high price,harga tinggi,JLPT JLPT_2 JLPT_3,J01j$uto]T
豪華,ごうか,"luxurious, gorgeous, extravagance","mewah, indah, mewah",JLPT JLPT_2 JLPT_3,VKR/XQP(/
合格,ごうかく,"success, passing (e.g., exam)","sukses, lulus (misalnya, ujian)",JLPT JLPT_2 JLPT_3,wSq<0USuY5
交換,こうかん,"exchange, swap","pertukaran, pertukaran",JLPT JLPT_2 JLPT_3,FoW0]ZL+c.
航空,こうくう,"aviation, flying","penerbangan, terbang",JLPT JLPT_2 JLPT_3,gKh#|Nhux
光景,こうけい,"scene, spectacle","adegan, tontonan",JLPT JLPT_2 JLPT_3,uTN)wO>N*m
合計,ごうけい,"sum total, total amount","jumlah total, jumlah total",JLPT JLPT_2 JLPT_3,z@(R~.`dKi
攻撃,こうげき,"attack, strike, offensive","menyerang, menyerang, menyerang",JLPT JLPT_2 JLPT_3,fbxr=B^K{z
貢献,こうけん,"contribution, services","kontribusi, layanan",JLPT JLPT_2 JLPT_3,im57ib}9qS
広告,こうこく,advertisement,iklan,JLPT Genki_Ln.13 Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15 Genki,qa5XPpB~K$
交際,こうさい,"friendship, association, acquaintance","persahabatan, pergaulan, kenalan",JLPT JLPT_2 JLPT_3,nH$6L6<H;R
校舎,こうしゃ,school building,gedung sekolah,JLPT JLPT_2 JLPT_3,x5W<B+BK>R
後者,こうしゃ,the latter,yang terakhir,JLPT JLPT_2 JLPT_3,kUquk|vi;&
工場,こうば,"factory, plant","pabrik, pabrik",JLPT JLPT_2 JLPT_3,"kU8AM-,iY!"
公正,こうせい,"justice, fairness, impartiality","keadilan, kewajaran, ketidakberpihakan",JLPT JLPT_2 JLPT_3,N@!)sH2_75
構成,こうせい,"organization, composition","organisasi, komposisi",JLPT JLPT_2 JLPT_3,Fd-KLO&b~!
高速,こうそく,"high speed, high gear","kecepatan tinggi, gigi tinggi",JLPT JLPT_2 JLPT_3,"B,HIrwQ4QK"
行動,こうどう,"action, conduct, behavior","tindakan, tingkah laku, tingkah laku",JLPT JLPT_2 JLPT_3,Q_m+2cq0*[
強盗,ごうとう,"robbery, burglary","perampokan, perampokan",JLPT JLPT_2 JLPT_3,lC8A_#]SF+
後輩,こうはい,junior members of a group,anggota junior suatu kelompok,JLPT JLPT_3 JLPT_2 Genki_Ln.22 Genki,exC.)`@)h[
幸福,こうふく,"happiness, blessedness","kebahagiaan, berkah",JLPT JLPT_2 JLPT_3,KnC^{e}c.-
公平,こうへい,"fairness, impartial, justice","keadilan, tidak memihak, keadilan",JLPT JLPT_2 JLPT_3,"HfCG]C,9b3"
候補,こうほ,candidacy,pencalonan,JLPT JLPT_2 JLPT_3,jI7M_ck/=4
考慮,こうりょ,"consideration, taking into account","pertimbangan, dengan mempertimbangkan",JLPT JLPT_2 JLPT_3,ORy-9jIY.M
越える,こえる,"to exceed, to cross over, to cross","untuk melampaui, untuk menyeberang, untuk menyeberang",JLPT JLPT_2 JLPT_3,Ps<w%<}`Nz
超える,こえる,"to exceed, to cross over, to cross","untuk melampaui, untuk menyeberang, untuk menyeberang",JLPT JLPT_2 JLPT_3,rn/xivT%1v
コーチ,コーチ,coach,pelatih,JLPT JLPT_2 JLPT_3,E.482d:D0W
コード,コード,code; cord; chord,kode;,JLPT JLPT_2 JLPT_3,QKH0$=zpP3
氷,こおり,"ice, hail","es, hujan es",JLPT JLPT_2 JLPT_3,jVp@v3rS)h
凍る,こおる,"to freeze, to be frozen over, to congeal","membekukan, membekukan, membekukan",JLPT JLPT_2 JLPT_3,A<P8Ao~%+S
ゴール,ゴール,goal,sasaran,JLPT JLPT_2 JLPT_3,PTY>]PCTXK
誤解,ごかい,misunderstanding,salah paham,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15,FY37~etpV/
語学,ごがく,language study,studi bahasa,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.8,lSZ`^u4$^l
呼吸,こきゅう,"breath, respiration","nafas, pernafasan",JLPT JLPT_2 JLPT_3,HYaR{=4wss
故郷,こきょう,hometown,kampung halaman,JLPT JLPT_2 JLPT_3,x[p9$Yy?#r
極,ごく,"quite, very","cukup, sangat",JLPT JLPT_2 JLPT_3,x-os]7T;c
国語,こくご,national language,bahasa nasional,JLPT JLPT_2 JLPT_3,P(9q-`0&O-
国籍,こくせき,nationality,kebangsaan,JLPT JLPT_2 JLPT_3,r.}Cb086.1
黒板,こくばん,blackboard,papan tulis,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13,gM[VFRJO/m
克服,こくふく,"conquest, overcome","penaklukan, diatasi",JLPT JLPT_2 JLPT_3,cg-)t|ngzK
国民,こくみん,"national, people, citizen","nasional, rakyat, warga negara",JLPT JLPT_2 JLPT_3,K+q@X-WIB[
穀物,こくもつ,"grain, cereal, corn","gandum, sereal, jagung",JLPT JLPT_2 JLPT_3,EVuq#tu]8|
腰,こし,"hip, waist","pinggul, pinggang",JLPT JLPT_2 JLPT_3,m<9C4|i/Uj
胡椒,こしょう,pepper,merica,JLPT JLPT_2 JLPT_3,b)_&^<=JnX
個人,こじん,"individual, private person","individu, orang pribadi",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14,xJ9*Qc)q|;
越す,こす,"to go over (e.g., with audience)","untuk pergi ke sana (misalnya, dengan penonton)",JLPT JLPT_2 JLPT_3,N~a2o@b;S|
超す,こす,"to cross, to pass, to tide over","untuk menyeberang, untuk melewati, untuk mengatasi",JLPT JLPT_2 JLPT_3,E.}3vgSSP~
国家,こっか,"state, country, nation","negara bagian, negara, bangsa",JLPT JLPT_2 JLPT_3,g^&ilH.z=f
国会,こっかい,"National Diet, parliament, congress","Diet Nasional, parlemen, kongres",JLPT JLPT_2 JLPT_3,xLo2`0x`}C
国境,こっきょう,national or state border,batas negara atau negara,JLPT JLPT_2 JLPT_3,"ni,}~dk?wC"
骨折,こっせつ,bone fracture,patah tulang,JLPT JLPT_2 JLPT_3,KXTKU$f!R4
小包,こづつみ,"parcel, package","parsel, paket",JLPT JLPT_2 JLPT_3,EPSe<f!:WV
琴,こと,Japanese harp,harpa Jepang,JLPT JLPT_2 JLPT_3,lswbJ>f(+[
異なる,ことなる,"to differ, to vary","berbeda, bervariasi",JLPT JLPT_2 JLPT_3,GI=<w6vpiE
諺,ことわざ,"proverb, saying","pepatah, mengatakan",JLPT JLPT_2 JLPT_3,NY!nEVJ<.6
断る,ことわる,"to refuse, to decline, to dismiss","menolak, menolak, memberhentikan",JLPT JLPT_2 JLPT_3,g8Tps~wm2h
粉,こな,"flour, powder","tepung, bubuk",JLPT JLPT_2 JLPT_3,"w.,c]65Xdw"
好み,このみ,"liking, taste, choice","kesukaan, rasa, pilihan",JLPT JLPT_2 JLPT_3,gist9XPg!/
好む,このむ,"to like, to prefer","menyukai, memilih",JLPT JLPT_2 JLPT_3,O)%aoWh139
こぼす,こぼす,to spill,untuk tumpah,JLPT JLPT_2 JLPT_3,eD]eIT[NNo
こぼれる,こぼれる,"to overflow, to spill","meluap, tumpah",JLPT JLPT_2 JLPT_3,D8@l08%7LL
塵,ごみ,"garbage, litter","sampah, sampah",JLPT JLPT_2 JLPT_3,A^PPEPy8?0
小麦,こむぎ,wheat,gandum,JLPT JLPT_2 JLPT_3,QFa;ZcAclR
ごめんなさい,ごめんなさい,"I beg your pardon, excuse me, I'm sorry","Saya mohon maaf, permisi, saya minta maaf",JLPT JLPT_3 JLPT_2 Genki_Ln.4 Genki,fxa7^/$d15
小屋,こや,"hut, cabin, shed","gubuk, kabin, gudang",JLPT JLPT_2 JLPT_3,L1:(fi`+1`
これら,これら,these,ini,JLPT JLPT_2 JLPT_3,bJ5Dn}}2bE
殺す,ころす,to kill,untuk membunuh,JLPT JLPT_2 JLPT_3,FEbGULqZc5
転ぶ,ころぶ,"to fall down, to fall over","jatuh, terjatuh",JLPT Genki_Ln.18 JLPT_3 JLPT_2 Genki,fb9L+KGLPL
今回,こんかい,"now, this time, lately","sekarang, kali ini, akhir-akhir ini",JLPT JLPT_2 JLPT_3,v>V@:|&Nyu
今後,こんご,"from now on, hereafter","mulai sekarang, akhirat",JLPT JLPT_2 JLPT_3,"i[%,=_sR{<"
混雑,こんざつ,"confusion, congestion","kebingungan, kemacetan",JLPT JLPT_2 JLPT_3,nJ8&5%w5iO
こんなに,こんなに,"so, like this, in this way","jadi, seperti ini, dengan cara ini",JLPT JLPT_2 JLPT_3,yp0~/ynI.y
困難,こんなん,"difficulty, distress","kesulitan, kesusahan",JLPT JLPT_2 JLPT_3,d&:m/eYAE}
