expression,reading,meaning,meaning_indonesia,tags,guid
学士,がくし,university graduate,lulusan universitas,JLPT_1 JLPT,Pq<3#+rCX)
各種,かくしゅ,"every kind, all sorts","segala jenis, segala macam",JLPT_1 JLPT,Jb^Vb%.N$q
隔週,かくしゅう,every other week,setiap dua minggu sekali,JLPT_1 JLPT,QbwTj%&$c)
確信,かくしん,"conviction, confidence","keyakinan, keyakinan",JLPT_1 JLPT,zEL{[Q8QNW
革新,かくしん,"reform, innovation","reformasi, inovasi",JLPT_1 JLPT,ti4?AE7Yh@
学説,がくせつ,theory,teori,JLPT_1 JLPT,GlxSp@=1Ze
確定,かくてい,"fixed, decision","tetap, keputusan",JLPT_1 JLPT,"e18p,U0K#7"
カクテル,カクテル,cocktail,koktail,JLPT_1 JLPT,"E($,YP#I6d"
獲得,かくとく,"acquisition, possession","akuisisi, kepemilikan",JLPT_1 JLPT,"B^,*K>>n_|"
楽譜,がくふ,"score (music, sheet music)","skor (musik, lembaran musik)",JLPT_1 JLPT,qMA}9*EjCn
確保,かくほ,"guarantee, insure, secure","menjamin, mengasuransikan, aman",JLPT_1 JLPT,uY<*K%.TG@
革命,かくめい,revolution,revolusi,JLPT_1 JLPT,O;mF68dq6Q
確立,かくりつ,establishment,pembentukan,JLPT_1 JLPT,m(/`$&[BF3
賭,かけ,"betting, gambling, a gamble","taruhan, perjudian, pertaruhan",JLPT_1 JLPT,s:YO~5k/sp
掛～,かけ～,credit,kredit,JLPT_1 JLPT,c#>^nQjhVy
～掛け,～かけ,"rack, hanger","rak, gantungan",JLPT_1 JLPT,"Lr[e?zZ5,<"
崖,がけ,cliff,jurang,JLPT_1 JLPT,lH2H25www/
駆け足,かけあし,"running fast, double time","berlari cepat, dua kali lipat",JLPT_1 JLPT,Nd5EP#88A|
家計,かけい,"household economy, family finances","perekonomian rumah tangga, keuangan keluarga",JLPT_1 JLPT,vh}KbR&s=#
駆けっこ,かけっこ,(foot) race,perlombaan (kaki).,JLPT_1 JLPT,"A8,h2([S[A"
加工,かこう,"manufacturing, processing, treatment","manufaktur, pengolahan, pengobatan",JLPT_1 JLPT,E^@%K2YN]n
化合,かごう,chemical combination,kombinasi kimia,JLPT_1 JLPT,my>j<9l(Hz
かさばる,かさばる,to be bulky,menjadi besar,JLPT_1 JLPT,"nuG,E:/*HK"
かさむ,かさむ,"to pile up, to increase","menumpuk, bertambah",JLPT_1 JLPT,D*tj!&=/|(
箇条書,かじょうがき,"itemized form, itemization","bentuk perincian, perincian",JLPT_1 JLPT,uU[=f*p0xK
頭,かしら,"head, chief","kepala, kepala",JLPT_1 JLPT,qKQ^U]P!d/
微か,かすか,"faint, dim, weak","pingsan, redup, lemah",JLPT_1 JLPT,"iuQ;E47,]H"
霞む,かすむ,"to grow hazy, to be misty","menjadi kabur, menjadi berkabut",JLPT_1 JLPT,Muk^XW#N{G
擦る,かする,"to rub, to chafe","untuk menggosok, untuk menggosok",JLPT_1 JLPT,b*c:1ipqfg
火星,かせい,Mars,Mars,JLPT_1 JLPT,hK6{i6DNme
化石,かせき,"fossil, petrifaction, fossilization","fosil, membatu, fosilisasi",JLPT_1 JLPT,i)2P[%uf@w
河川,かせん,rivers,sungai,JLPT_1 JLPT,j9XYM<zDW5
化繊,かせん,synthetic fibers,serat sintetis,JLPT_1 JLPT,A<4D0W-y5X
過疎,かそ,depopulation,depopulasi,JLPT_1 JLPT,C6FP<#I<*d
片～,かた～,single ~,lajang ~,JLPT_1 JLPT,p/$/VrksK}
片言,かたこと,"broken (in reference to speaking style, e.g., Japanese)","rusak (mengacu pada gaya berbicara, misalnya Jepang)",JLPT_1 JLPT Intermediate_Japanese_Ln.13 Intermediate_Japanese,nEkc_9&ki`
傾ける,かたむける,"to incline, to tilt, to bend","untuk mencondongkan, untuk memiringkan, untuk membungkuk",JLPT_1 JLPT,g+aTq;z^TG
固める,かためる,"to harden, to freeze, to fortify","untuk mengeraskan, membekukan, membentengi",JLPT_1 JLPT,M}jO{cRWN^
傍ら,かたわら,"beside(s, while, nearby","di samping, sementara, di dekatnya",JLPT_1 JLPT,H(u3_23(VR
花壇,かだん,flower bed,hamparan bunga,JLPT_1 JLPT,vyDiG-w#Vb
家畜,かちく,"domestic animals, livestock, cattle","hewan peliharaan, ternak, sapi",JLPT_1 JLPT,sf(M2A{2zC
且つ,かつ,"yet, and","belum, dan",JLPT_1 JLPT,"bxhWiXnmE,"
がっくり,がっくり,heartbroken,patah hati,JLPT_1 JLPT,n#j+;o[:]<
合唱,がっしょう,"chorus, singing in a chorus","paduan suara, bernyanyi dalam paduan suara",JLPT_1 JLPT,"ck-jle>!,g"
がっしり,がっしり,"firmly, solidly, tough","tegas, kokoh, tangguh",JLPT_1 JLPT,Kl0>:WZG~Z
合致,がっち,"agreement, concurrence, conforming to","persetujuan, persetujuan, kesesuaian dengan",JLPT_1 JLPT,Af^(s-@)C7
がっちり,がっちり,"solidly built, tightly","kokoh, rapat",JLPT_1 JLPT,dl.]7IVV60
かつて,かつて,"once, before, formerly","sekali, sebelumnya, dahulu kala",JLPT_1 JLPT,fI;@sLyG_Q
勝手,かって,"kitchen; one's way, selfishness",dapur;,JLPT_1 JLPT,r+VI)d1wQ0
カット,カット,"cut, cutting","potong, potong",JLPT_1 JLPT,Q+NVsyIn!c
活発,かっぱつ,"vigor, active","semangat, aktif",JLPT_1 JLPT,M`7Eo@!%5A
合併,がっぺい,"combination, amalgamation, merger","kombinasi, amalgamasi, merger",JLPT_1 JLPT,h>=`Vc9TZZ
カテゴリー,カテゴリー,category,kategori,JLPT_1 JLPT,JAwB1=<{pF
叶う,かなう,to come true,menjadi kenyataan,JLPT_1 JLPT,E5LD5p#as=
叶える,かなえる,"to grant (request, wish)","untuk mengabulkan (permintaan, keinginan)",JLPT_1 JLPT,x!3$MxvZF0
金槌,かなづち,(iron) hammer,(besi) palu,JLPT_1 JLPT,C7&9nlfhkO
かなわない,かなわない,"be beyond one's power, be unable","berada di luar kemampuan seseorang, tidak mampu",JLPT_1 JLPT,i9$e:WA[rV
加入,かにゅう,"becoming a member, admission","menjadi anggota, penerimaan",JLPT_1 JLPT,"w%]Rn6,Z,X"
予て,かねて,"previously, already, lately","sebelumnya, sudah, akhir-akhir ini",JLPT_1 JLPT,i+&=;*57v}
庇う,かばう,"to protect someone, to&nbsp;&nbsp;cover up for someone","untuk melindungi seseorang, untuk  menutupi seseorang",JLPT_1 JLPT,e-}GY5UR@1
株式,かぶしき,stock,saham,JLPT_1 JLPT,nMsDO&gGxt
かぶれる,かぶれる,to react to; to be influenced by,untuk bereaksi;,JLPT_1 JLPT,C5U+~~@Gnd
花粉,かふん,pollen,serbuk sari,JLPT_1 JLPT,Gm8]&VGB-;
貨幣,かへい,"money, currency, coinage","uang, mata uang, koin",JLPT_1 JLPT,F<$WXw={D<
構える,かまえる,to set up,untuk mengatur,JLPT_1 JLPT,jB<-nj(U&|
過密,かみつ,crowded,penuh sesak,JLPT_1 JLPT,AOD1mkToDl
噛み切る,かみきる,"to bite off, to gnaw through","untuk menggigit, untuk menggerogoti",JLPT_1 JLPT,"hh,VOk`A<;"
カムバック,カムバック,comeback,kembali,JLPT_1 JLPT,HjHeH1>k=t
カメラマン,カメラマン,cameraman,juru kamera,JLPT_1 JLPT,:MlB;<{_:
粥,かゆ,rice porridge,bubur nasi,JLPT_1 JLPT,fFz9w`]5pq
体付き,からだつき,"body build, figure","bentuk tubuh, gambar",JLPT_1 JLPT,D?fkTo{@|E
絡む,からむ,"to entangle, to entwine","untuk menjerat, untuk menjalin",JLPT_1 JLPT,O17r;^Y(oJ
かりに,かりに,"temporarily; if, for argument's sake",untuk sementara;,JLPT_1 JLPT,c$0g$/@+f7
カルテ,カルテ,clinical records (GER: Karte),catatan klinis (GER: Karte),JLPT_1 JLPT,GwQApsAV[E
ガレージ,ガレージ,garage (at house),garasi (di rumah),JLPT_1 JLPT,LKr$xf+m)f
過労,かろう,"overwork, strain","terlalu banyak bekerja, tegang",JLPT_1 JLPT,Dx#E|nd<`@
かろうじて,かろうじて,"barely, narrowly","nyaris, secara sempit",JLPT_1 JLPT,wzpJb%R2eZ
交す,かわす,to exchange,untuk bertukar,JLPT_1 JLPT,ytWMD-K7Sv
代る代る,かわるがわる,alternately,bergantian,JLPT_1 JLPT,Q<D|kTCMFu
簡易,かんい,"simplicity, easiness, quasi-","kesederhanaan, kemudahan, kuasi-",JLPT_1 JLPT,Qdl&|7}97?
灌漑,かんがい,irrigation,irigasi,JLPT_1 JLPT,x3v&{30@Ie
眼科,がんか,ophthalmology,oftalmologi,JLPT_1 JLPT,y$)@b7Z=25
眼球,がんきゅう,eyeball,bola mata,JLPT_1 JLPT,ppa9QzmFoc
玩具,がんぐ,toy,mainan,JLPT_1 JLPT,Fu?U%1UjU`
簡潔,かんけつ,"brevity, concise, simple","singkat, ringkas, sederhana",JLPT_1 JLPT,Ch64u(7Zi6
還元,かんげん,"resolution, reduction, return","resolusi, pengurangan, pengembalian",JLPT_1 JLPT,b1~cd_rb8g
看護,かんご,nursing,perawatan,JLPT_1 JLPT,v]`cby4zI~
漢語,かんご,"Chinese word, Sino-Japanese word","Kata Cina, kata Sino-Jepang",JLPT_1 JLPT,BzS`z3a0wD
頑固,がんこ,"stubbornness, obstinacy","keras kepala, keras kepala",JLPT_1 JLPT,iS7AjV-r.~
勧告,かんこく,"advice, counsel","saran, nasihat",JLPT_1 JLPT,ReTMd+-Cqd
換算,かんさん,"conversion, change, exchange","konversi, perubahan, pertukaran",JLPT_1 JLPT,V_iERi63U
監視,かんし,"observation, guarding, surveillance","pengamatan, penjagaan, pengawasan",JLPT_1 JLPT,xYmgA~gB7D
慣習,かんしゅう,usual (historical) custom,kebiasaan (historis) yang biasa,JLPT_1 JLPT,xb4/I5BD9M
観衆,かんしゅう,"spectators, audience","penonton, penonton",JLPT_1 JLPT,suIg*_}y!}
願書,がんしょ,application form,formulir aplikasi,JLPT_1 JLPT,PJ0db[)2y/
干渉,かんしょう,"interference, intervention","campur tangan, intervensi",JLPT_1 JLPT,FlV}wK<+oD
頑丈,がんじょう,"solid, firm, strong","kokoh, kokoh, kuat",JLPT_1 JLPT,o)b^-Y;KL)
感触,かんしょく,"sense of touch, feeling, sensation","indera peraba, perasaan, sensasi",JLPT_1 JLPT,Ll+!^%W~Bg
肝心,かんじん,"essential, fundamental, crucial","penting, mendasar, krusial",JLPT_1 JLPT,cGezcCU7jN
肝腎,かんじん,"essential, fundamental, crucial","penting, mendasar, krusial",JLPT_1 JLPT,qQm@vZEhuX
関税,かんぜい,"customs, duty, tariff","bea cukai, bea, tarif",JLPT_1 JLPT,J<YhnUzDH9
岩石,がんせき,rock,batu,JLPT_1 JLPT,Fvc~*$ysUp
感染,かんせん,"infection, contagion","infeksi, penularan",JLPT_1 JLPT,yaKv$j-u9~
幹線,かんせん,"main line, trunk line","jalur utama, jalur utama",JLPT_1 JLPT,qnR@^N<xB(
簡素,かんそ,"simplicity, plain","kesederhanaan, polos",JLPT_1 JLPT,jcV8%N9G]T
観点,かんてん,point of view,sudut pandang,JLPT_1 JLPT,sRkkbw!PVn
感度,かんど,"sensitivity, severity (quake)","sensitivitas, keparahan (gempa)",JLPT_1 JLPT,c!Eb1-<+V1
カンニング,カンニング,"cunning, cheat","licik, curang",JLPT_1 JLPT,f{(PYG4OSM
元年,がんねん,first year (of a specific reign),tahun pertama (dari pemerintahan tertentu),JLPT_1 JLPT,hmCuQzSd35
幹部,かんぶ,"management, executive","manajemen, eksekutif",JLPT_1 JLPT,L1KYyf^E^2
完ぺき,かんぺき,"perfection, completeness, flawless","kesempurnaan, kelengkapan, tanpa cela",JLPT_1 JLPT,z+SJefr{>B
勘弁,かんべん,"pardon, forgiveness, forbearance","maaf, pengampunan, kesabaran",JLPT_1 JLPT,"l*Q,*Lu2Mg"
感無量,かんむりょう,"deep feeling, filled with emotion","perasaan yang mendalam, penuh dengan emosi",JLPT_1 JLPT,h`NZ!a[CSf
勧誘,かんゆう,"invitation, canvassing, inducement","undangan, kampanye, bujukan",JLPT_1 Intermediate_Japanese_Ln.5 JLPT Intermediate_Japanese,fyr>KNdC{T
関与,かんよ,"participation, taking part in","partisipasi, mengambil bagian dalam",JLPT_1 JLPT,d<Jle/NX</
寛容,かんよう,"forbearance, tolerance, generosity, involvement","kesabaran, toleransi, kemurahan hati, keterlibatan",JLPT_1 JLPT,f|A2.V0M-n
元来,がんらい,"originally, naturally","awalnya, tentu saja",JLPT_1 JLPT,Cno5E):pRp
観覧,かんらん,viewing,melihat,JLPT_1 JLPT,"A$Cx0<I,I0"
慣例,かんれい,"custom, precedent, of convention","kebiasaan, preseden, konvensi",JLPT_1 JLPT,t0a}a`u9:H
還暦,かんれき,60th birthday,ulang tahun ke-60,JLPT_1 JLPT,4cAN40ulx
貫禄,かんろく,"presence, dignity","kehadiran, martabat",JLPT_1 JLPT,I1]lC*Xh&L
緩和,かんわ,"relief, mitigation","keringanan, mitigasi",JLPT_1 JLPT,"k^:RZ|u,e@"
議案,ぎあん,legislative bill,RUU legislatif,JLPT_1 JLPT,"I,VMbY@&-V"
危害,きがい,"injury, harm, danger","cedera, bahaya, bahaya",JLPT_1 JLPT,F>Z;`xG3Np
企画,きかく,"planning, project","perencanaan, proyek",JLPT_1 Intermediate_Japanese_Ln.14 JLPT Intermediate_Japanese,w*I2LS4{H:
規格,きかく,"standard, norm","standar, norma",JLPT_1 JLPT,"xzs,)in_UO"
着飾る,きかざる,to dress up,untuk berdandan,JLPT_1 JLPT,HoI9}BI#^/
気兼ね,きがね,"hesitance, diffidence, feeling constraint","keragu-raguan, rasa malu, perasaan terkekang",JLPT_1 JLPT,GRlL|p}26%
気軽,きがる,"cheerful, buoyant, lighthearted","ceria, ringan, ringan hati",JLPT_1 JLPT,s;sgdqP}O.
危機,きき,crisis,krisis,JLPT_1 JLPT,C.^&25N@a~
聞き取り,ききとり,listening comprehension,pemahaman mendengarkan,JLPT_1 JLPT,soL?dWfD3o
効き目,ききめ,"effect, virtue, efficacy","efek, kebajikan, kemanjuran",JLPT_1 JLPT,"i,@$ZV_BJi"
帰京,ききょう,returning to Tokyo,kembali ke Tokyo,JLPT_1 JLPT,wzR`J2j)`0
戯曲,ぎきょく,"play, drama","bermain, drama",JLPT_1 JLPT,Dx[W!Tbqvu
基金,ききん,"fund, foundation","dana, yayasan",JLPT_1 JLPT,Jsw14fTONr
喜劇,きげき,"comedy, funny show","komedi, pertunjukan lucu",JLPT_1 JLPT,vo)8mTt@2i
議決,ぎけつ,"resolution, decision, vote","resolusi, keputusan, pemungutan suara",JLPT_1 JLPT,ina$-8>Dz[
棄権,きけん,"abstain from voting, renunciation of a right","abstain dari memilih, penolakan hak",JLPT_1 JLPT,yPr@u5g:%p
既婚,きこん,married,telah menikah,JLPT_1 JLPT,"zec,ws!-1^"
気障,きざ,"affectation, conceit, snobbery","kepura-puraan, kesombongan, keangkuhan",JLPT_1 JLPT,PIJe@Xxivf
記載,きさい,"mention, entry","sebutkan, masuk",JLPT_1 JLPT,"AtF!,w].-2"
兆,きざし,"sign, omen, indication","tanda, pertanda, indikasi",JLPT_1 JLPT,KEdc345jt(
気質,きしつ,"character, trait, temperament","karakter, sifat, temperamen",JLPT_1 JLPT,sH[}/atE{z
期日,きじつ,"fixed date, settlement date","tanggal tetap, tanggal penyelesaian",JLPT_1 JLPT,"v,pIo6nfY,"
きしむ,きしむ,"to jar, to creak, to grate","untuk toples, untuk berderit, untuk memarut",JLPT_1 JLPT,JyV83hu3eM
議事堂,ぎじどう,Diet building,Membangun pola makan,JLPT_1 JLPT,ku.2udaM_
記述,きじゅつ,"describing, descriptor","mendeskripsikan, deskriptor",JLPT_1 JLPT,keg8V#>EyG
気象,きしょう,"weather, climate","cuaca, iklim",JLPT_1 JLPT,i8sg{g&{j*
傷付く,きずつく,"to be hurt, to be wounded, to get injured","terluka, terluka, terluka",JLPT_1 JLPT,g#?]Ssa:Ux
傷付ける,きずつける,"to wound, to hurt someone's feelings","untuk melukai, menyakiti perasaan seseorang",JLPT_1 JLPT,W04_o[&8W
犠牲,ぎせい,sacrifice,pengorbanan,JLPT_1 JLPT,eAtE.H0;PV
汽船,きせん,steamship,kapal uap,JLPT_1 JLPT,"gyZ:?sW,`("
寄贈,きぞう,"donation, presentation","donasi, presentasi",JLPT_1 JLPT,k3nUp@KIzg
偽造,ぎぞう,"forgery, fabrication, counterfeiting","pemalsuan, fabrikasi, pemalsuan",JLPT_1 JLPT,K;j2M?f~?!
貴族,きぞく,"noble, aristocrat","mulia, bangsawan",JLPT_1 JLPT,inVAX<UF+i
議題,ぎだい,"topic of discussion, agenda","topik diskusi, agenda",JLPT_1 JLPT,Q@WjbgZGbs
鍛える,きたえる,"to forge, to train, to discipline","menempa, melatih, mendisiplinkan",JLPT_1 JLPT,G>3/bExrby
気立て,きだて,"good-natured, kind-hearted","baik hati, baik hati",JLPT_1 JLPT,h61-}t=4fL
来る,きたる,"to come, to approach,","datang, mendekat,",JLPT_1 JLPT,s])r!JZ-b4
きちっと,きちっと,"exactly, perfectly","tepatnya, sempurna",JLPT_1 JLPT,D#t!(nebzD
几帳面,きちょうめん,"methodical, punctual, steady","metodis, tepat waktu, mantap",JLPT_1 JLPT,Idj9h;q|%y
きっかり,きっかり,"exactly, precisely","tepatnya, tepatnya",JLPT_1 JLPT,cC(nm-eKo^
きっちり,きっちり,"precisely, tightly","tepatnya, erat",JLPT_1 JLPT,p.hrrI+jm1
きっぱり,きっぱり,"clearly, plainly, distinctly","jelas, jelas, jelas",JLPT_1 JLPT,u>9}K{Kf.I
規定,きてい,"regulation, provisions","peraturan, ketentuan",JLPT_1 JLPT,KTPp;1&S1u
起点,きてん,starting point,titik awal,JLPT_1 JLPT,",M-]_[Vyp"
軌道,きどう,orbit; track,orbit;,JLPT_1 JLPT,P=9KAyqi}b
技能,ぎのう,"technical skill, ability, capacity","keterampilan teknis, kemampuan, kapasitas",JLPT_1 JLPT,waI%d;Y5LY
規範,きはん,"model, standard, example","model, standar, contoh",JLPT_1 JLPT,L8HXSBw0.5
気品,きひん,"grace, elegance","rahmat, keanggunan",JLPT_1 JLPT,cT4)YAkk45
気風,きふう,"character, traits, ethos","karakter, sifat, etos",JLPT_1 JLPT,cU@qu%MT$c
起伏,きふく,undulation,gerak mengombak,JLPT_1 JLPT,DG3WXr]W9o
規模,きぼ,"scale, scope, plan, structure","skala, ruang lingkup, rencana, struktur",JLPT_1 JLPT,vN{{=xfB<k
気まぐれ,きまぐれ,"whim, caprice, uneven temper","tingkah, tingkah, sifat tidak seimbang",JLPT_1 JLPT,EUJagum[Gi
生真面目,きまじめ,"serious, sincerity","serius, tulus",JLPT_1 JLPT,B$#zm{x$(/
期末,きまつ,(end of the season or term),(akhir musim atau semester),JLPT_1 JLPT,rB>aq=EB!L
きまりわるい,きまりわるい,"feeling awkward, being ashamed","merasa canggung, malu",JLPT_1 JLPT,i^-fu~OpOW
記名,きめい,"signature, register","tanda tangan, daftar",JLPT_1 JLPT,LeN-Up#$*/
規約,きやく,"agreement, rules, code","perjanjian, aturan, kode",JLPT_1 JLPT,p:ItXku)R]
脚色,きゃくしょく,"dramatization (e.g., film","dramatisasi (misalnya, film",JLPT_1 JLPT,A3B8`j%szk
逆転,ぎゃくてん,"(sudden) change, reversal, turn-around","(tiba-tiba) perubahan, pembalikan, pembalikan",JLPT_1 JLPT,b}F-L9oFMV
脚本,きゃくほん,scenario,skenario,JLPT_1 JLPT,BqjNB^gQ4E
華奢,きゃしゃ,"delicate, slender","halus, ramping",JLPT_1 JLPT,K{%YNbdXo{
客観,きゃっかん,objective,tujuan,JLPT_1 JLPT,FE+)c7=xm.
キャッチ,キャッチ,catch,menangkap,JLPT_1 JLPT,EE+~Pnl{z$
キャリア,キャリア,"career, career government employee","karir, karir pegawai pemerintah",JLPT_1 JLPT,917%#^`DD
救援,きゅうえん,"relief, rescue, reinforcement","bantuan, penyelamatan, penguatan",JLPT_1 JLPT,"xis(gT,lCH"
休学,きゅうがく,"temporary absence from school, suspension","ketidakhadiran sementara di sekolah, skorsing",JLPT_1 JLPT,peW#H`ri[=
究極,きゅうきょく,"ultimate, final, eventual","pamungkas, final, akhirnya",JLPT_1 JLPT,Ft[`OH9ZtO
窮屈,きゅうくつ,"narrow, tight, formal","sempit, ketat, formal",JLPT_1 JLPT,"HH&,U(vAg`"
球根,きゅうこん,(plant) bulb,(tanaman) bohlam,JLPT_1 JLPT,Q6BKH*&nE1
救済,きゅうさい,"relief, aid, rescue","bantuan, bantuan, penyelamatan",JLPT_1 JLPT,c=d|._&IWr
給仕,きゅうじ,waiter,pelayan,JLPT_1 JLPT,pzoWY8TS(/
給食,きゅうしょく,"school lunch, providing a meal","makan siang di sekolah, menyediakan makanan",JLPT_1 JLPT,zeAtvQ@_)h
休戦,きゅうせん,"truce, armistice","gencatan senjata, gencatan senjata",JLPT_1 JLPT,Q9p5.}YQtg
宮殿,きゅうでん,palace,istana,JLPT_1 JLPT,EOPs=A9D6~
旧知,きゅうち,"old friend, old friendship","teman lama, persahabatan lama",JLPT_1 JLPT,A}I5035vZ1
窮乏,きゅうぼう,poverty,kemiskinan,JLPT_1 JLPT,fEoLTLW@>]
寄与,きよ,"contribution, service","kontribusi, layanan",JLPT_1 JLPT,hYW_RFKwv/
強,きょう,strong,kuat,JLPT_1 JLPT,j5ZhDwA$S
～狂,～きょう,"maniac, fan, freak","maniak, penggemar, aneh",JLPT_1 JLPT,wkNK|ibT&!
驚異,きょうい,"wonder, miracle","heran, keajaiban",JLPT_1 JLPT,I!i(y?o6E:
教科,きょうか,"subject, curriculum","mata pelajaran, kurikulum",JLPT_1 JLPT,M&=I]j0/Y0
協会,きょうかい,"association, society, organization","asosiasi, masyarakat, organisasi",JLPT_1 JLPT,Oz4*Mxo4//
共学,きょうがく,coeducation,pendidikan bersama,JLPT_1 JLPT,eKY($Dr5lQ
共感,きょうかん,"sympathy, response","simpati, tanggapan",JLPT_1 JLPT,w0|w&}3|}:
境遇,きょうぐう,"environment, circumstances","lingkungan, keadaan",JLPT_1 JLPT,dN:;6sg&]2
教訓,きょうくん,"lesson, precept, moral instruction","pelajaran, ajaran, instruksi moral",JLPT_1 JLPT,pOHPj(bnYG
強行,きょうこう,"forcing, enforcement","memaksa, penegakan",JLPT_1 JLPT,tf7&|-V:n8
強硬,きょうこう,"firm, vigorous, stubborn","tegas, kuat, keras kepala",JLPT_1 JLPT,bA*b92)[ZU
教材,きょうざい,teaching materials,bahan ajar,JLPT_1 JLPT,p)!Q@]*y>T
凶作,きょうさく,"bad harvest, poor crop","panen buruk, panen buruk",JLPT_1 JLPT,I`.1X|DPXu
業者,ぎょうしゃ,"trader, merchant","pedagang, pedagang",JLPT_1 JLPT,o&/6(ODjkj
教習,きょうしゅう,"training, instruction","pelatihan, instruksi",JLPT_1 JLPT,H/=&)s/)`t
郷愁,きょうしゅう,"nostalgia, homesickness","nostalgia, rindu kampung halaman",JLPT_1 JLPT,eZKQ^QCO2_
教職,きょうしょく,teaching profession,profesi guru,JLPT_1 JLPT,y`GfZjj}.E
興じる,きょうじる,"to amuse oneself, to make merry","untuk menghibur diri sendiri, untuk bersenang-senang",JLPT_1 JLPT,"Q;m4!,`BN,"
強制,きょうせい,"obligation, compulsion, enforcement","kewajiban, paksaan, penegakan",JLPT_1 JLPT,Hm$>AvE1~h
行政,ぎょうせい,administration,administrasi,JLPT_1 JLPT,r~TWhqKvAt
業績,ぎょうせき,"achievement, work, contribution","prestasi, pekerjaan, kontribusi",JLPT_1 JLPT,Lk<<za38cF
共存,きょうぞん,coexistence,hidup berdampingan,JLPT_1 JLPT,Ij!^n@6%SF
協定,きょうてい,"arrangement, pact, agreement","pengaturan, pakta, persetujuan",JLPT_1 JLPT,K9?Jw]OMOi
郷土,きょうど,homeland,tanah air,JLPT_1 JLPT,Q4`7(5-Vb`
脅迫,きょうはく,"threat, coercion","ancaman, paksaan",JLPT_1 JLPT,k[s}KC9iC{
業務,ぎょうむ,"business, duties, work","bisnis, tugas, pekerjaan",JLPT_1 JLPT,b&$V6PlYM?
